Asteroid_ID,a,e,sin_i,H,C,Family_ID,Family_Number,Family_Name
284010,3.96515,0.17144,0.0491,15.23,-99.9999,2,1911,Schubart
285910,3.96507,0.1749,0.05001,14.77,-99.9999,2,1911,Schubart
287284,3.96483,0.17059,0.05113,14.89,-99.9999,2,1911,Schubart
289113,3.96612,0.19508,0.05114,14.38,-99.9999,2,1911,Schubart
289143,3.96614,0.19643,0.05038,14.52,-99.9999,2,1911,Schubart
289188,3.96556,0.18064,0.04978,15.14,-99.9999,2,1911,Schubart
289231,3.96632,0.20136,0.05194,14.89,-99.9999,2,1911,Schubart
289564,3.96623,0.19737,0.05086,14.92,-99.9999,2,1911,Schubart
291344,3.96699,0.21329,0.04289,15.61,-99.9999,2,1911,Schubart
294180,3.96692,0.21749,0.05051,15.82,-99.9999,2,1911,Schubart
295719,3.9652,0.17252,0.05338,15.95,-99.9999,2,1911,Schubart
296555,3.96528,0.17909,0.05008,15.1,-99.9999,2,1911,Schubart
296810,3.96424,0.16075,0.05156,15.37,-99.9999,2,1911,Schubart
296860,3.96717,0.2216,0.05205,15.41,-99.9999,2,1911,Schubart
299003,3.96494,0.17273,0.05021,15.25,-99.9999,2,1911,Schubart
299434,3.96546,0.1826,0.04993,15.19,-99.9999,2,1911,Schubart
299444,3.96487,0.17118,0.05111,14.94,-99.9999,2,1911,Schubart
301870,3.96515,0.17332,0.04943,15.57,-99.9999,2,1911,Schubart
302922,3.9651,0.17219,0.0547,15.43,-99.9999,2,1911,Schubart
302929,3.96585,0.18958,0.05,14.98,-99.9999,2,1911,Schubart
303455,3.96709,0.21657,0.05312,15.64,-99.9999,2,1911,Schubart
306215,3.96643,0.2042,0.04879,15.32,-99.9999,2,1911,Schubart
307381,3.96445,0.16469,0.05137,15.62,-99.9999,2,1911,Schubart
307744,3.96725,0.22393,0.05056,15.19,-99.9999,2,1911,Schubart
307755,3.96417,0.16045,0.05015,15.62,-99.9999,2,1911,Schubart
307774,3.96465,0.16732,0.05089,15.59,-99.9999,2,1911,Schubart
310738,3.96435,0.16274,0.05076,15.52,-99.9999,2,1911,Schubart
310757,3.96481,0.17031,0.05021,15.11,-99.9999,2,1911,Schubart
310994,3.96669,0.21085,0.05222,15.14,-99.9999,2,1911,Schubart
311072,3.96715,0.21789,0.04344,15.08,-99.9999,2,1911,Schubart
313801,3.96628,0.20024,0.04848,14.51,-99.9999,2,1911,Schubart
316539,3.96533,0.17561,0.05279,15.29,-99.9999,2,1911,Schubart
317150,3.96687,0.20959,0.05617,15.36,-99.9999,2,1911,Schubart
319193,3.96689,0.21551,0.04886,14.9,-99.9999,2,1911,Schubart
322208,3.96646,0.20431,0.05059,15.35,-99.9999,2,1911,Schubart
326064,3.96651,0.20577,0.05094,15.54,-99.9999,2,1911,Schubart
326069,3.96503,0.17444,0.04988,15.43,-99.9999,2,1911,Schubart
326084,3.96503,0.16899,0.05407,15.41,-99.9999,2,1911,Schubart
328770,3.96627,0.19805,0.04921,15.41,-99.9999,2,1911,Schubart
329033,3.96519,0.1766,0.05011,15.71,-99.9999,2,1911,Schubart
329065,3.96669,0.21098,0.04837,15.64,-99.9999,2,1911,Schubart
329921,3.96566,0.18592,0.04962,14.86,-99.9999,2,1911,Schubart
329927,3.96739,0.22474,0.04863,15.25,-99.9999,2,1911,Schubart
330303,3.967,0.21708,0.0476,15.28,-99.9999,2,1911,Schubart
330514,3.96679,0.21373,0.05192,14.61,-99.9999,2,1911,Schubart
330516,3.96529,0.17927,0.04954,15.14,-99.9999,2,1911,Schubart
330522,3.96444,0.16434,0.05043,15.2,-99.9999,2,1911,Schubart
330526,3.9668,0.20631,0.04896,14.59,-99.9999,2,1911,Schubart
332014,3.9663,0.20074,0.05219,15.73,-99.9999,2,1911,Schubart
332262,3.96499,0.17389,0.04946,15.21,-99.9999,2,1911,Schubart
332288,3.96645,0.20454,0.0516,14.69,-99.9999,2,1911,Schubart
332296,3.96553,0.1831,0.0493,15.23,-99.9999,2,1911,Schubart
333171,3.96481,0.1702,0.0522,15.36,-99.9999,2,1911,Schubart
335366,3.96436,0.16209,0.05103,15.6,-99.9999,2,1911,Schubart
336541,3.96483,0.17077,0.05122,15.05,-99.9999,2,1911,Schubart
336549,3.96514,0.17622,0.05056,15.35,-99.9999,2,1911,Schubart
336754,3.96491,0.17206,0.05274,15.54,-99.9999,2,1911,Schubart
337067,3.96467,0.16799,0.05187,15.44,-99.9999,2,1911,Schubart
339183,3.96415,0.1591,0.05183,15.43,-99.9999,2,1911,Schubart
339184,3.96673,0.2121,0.04974,15.75,-99.9999,2,1911,Schubart
339200,3.96553,0.18012,0.0509,15.44,-99.9999,2,1911,Schubart
339885,3.96624,0.19758,0.05092,14.78,-99.9999,2,1911,Schubart
340010,3.96694,0.21646,0.04852,15.37,-99.9999,2,1911,Schubart
340082,3.96478,0.16979,0.05096,15.68,-99.9999,2,1911,Schubart
340102,3.9665,0.20574,0.04901,15.4,-99.9999,2,1911,Schubart
340148,3.96483,0.17054,0.05102,14.93,-99.9999,2,1911,Schubart
340224,3.9651,0.17561,0.05021,14.86,-99.9999,2,1911,Schubart
340961,3.96728,0.22238,0.05257,15.52,-99.9999,2,1911,Schubart
341835,3.96455,0.1657,0.05046,15.28,-99.9999,2,1911,Schubart
341844,3.96489,0.17181,0.0506,15.16,-99.9999,2,1911,Schubart
344913,3.96606,0.18773,0.05032,15.73,-99.9999,2,1911,Schubart
344927,3.96416,0.1605,0.05122,15.72,-99.9999,2,1911,Schubart
344949,3.9675,0.22406,0.04899,15.54,-99.9999,2,1911,Schubart
345226,3.96507,0.1748,0.04964,15.39,-99.9999,2,1911,Schubart
345240,3.96654,0.20691,0.05075,15.66,-99.9999,2,1911,Schubart
345367,3.96647,0.20466,0.04899,15.79,-99.9999,2,1911,Schubart
346263,3.96674,0.21236,0.0506,15.17,-99.9999,2,1911,Schubart
347413,3.96509,0.17543,0.05041,14.99,-99.9999,2,1911,Schubart
348689,3.96647,0.20454,0.04969,15.97,-99.9999,2,1911,Schubart
350054,3.96569,0.183,0.0525,14.96,-99.9999,2,1911,Schubart
350325,3.96576,0.18879,0.05042,15.83,-99.9999,2,1911,Schubart
351103,3.9666,0.20772,0.05352,15.7,-99.9999,2,1911,Schubart
351339,3.96687,0.21628,0.0513,15.64,-99.9999,2,1911,Schubart
351733,3.96556,0.18427,0.04988,15.18,-99.9999,2,1911,Schubart
354626,3.96597,0.19306,0.04981,15.26,-99.9999,2,1911,Schubart
354975,3.96529,0.17342,0.05291,15.53,-99.9999,2,1911,Schubart
355761,3.966,0.19018,0.0501,14.89,-99.9999,2,1911,Schubart
356792,3.96479,0.17017,0.05087,16.07,-99.9999,2,1911,Schubart
358031,3.96693,0.2164,0.05135,15.43,-99.9999,2,1911,Schubart
360796,3.9653,0.1793,0.05115,15.82,-99.9999,2,1911,Schubart
361991,3.96452,0.1656,0.04952,15.67,-99.9999,2,1911,Schubart
367118,3.9658,0.18792,0.05096,15.25,-99.9999,2,1911,Schubart
367122,3.96578,0.18484,0.05477,15.14,-99.9999,2,1911,Schubart
367135,3.96458,0.16635,0.05038,15.4,-99.9999,2,1911,Schubart
367139,3.96431,0.16142,0.05124,15.24,-99.9999,2,1911,Schubart
